s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
265.3857635,-10.3895253,1.7925550,-0.1751637,-0.027075,11.6652,1.1720
267.3811452,-9.9948071,3.7471855,-0.2203755,-0.018118,11.8640,1.5061
269.3765269,-9.5296685,5.6845734,-0.2482951,-0.010175,12.1147,1.8148
271.3719086,-9.0247843,7.6141724,-0.2610308,-0.002655,12.4100,-0.6856
273.3672903,-8.5090428,9.5430318,-0.2591246,0.004507,12.2993,-2.1961
275.3626719,-8.0124471,11.4710950,-0.2423774,0.012405,11.9377,-1.9079
277.3580536,-7.5621336,13.4167968,-0.2100027,0.019897,11.6144,-1.6598
279.3534353,-7.1894067,15.3787746,-0.1630851,0.027072,11.3256,-1.5360
281.3488170,-6.9217724,17.3596414,-0.1041548,0.031529,11.0517,-1.4185
283.3441987,-6.7799663,19.3539200,-0.0361837,0.036152,10.7926,-1.3274
285.3395803,-6.7822167,21.3492046,0.0398295,0.040339,10.5443,-1.2380
287.3349620,-6.9456624,23.3426850,0.1252250,0.044763,10.3073,-1.0260
289.3303437,-7.2833148,25.2974260,0.2192078,0.053232,10.1068,-0.5618
291.3257254,-7.8305647,27.2125727,0.3429783,0.069733,9.9952,-0.1592
293.3211071,-8.6414006,29.0454765,0.4944188,0.083611,9.9634,-0.1592
295.3164888,-9.7476862,30.7116910,0.6794749,0.083296,9.9315,-0.1328
297.3118704,-11.0871342,32.1664407,0.7900500,0.027545,9.9047,1.5287
299.3072521,-12.5358192,33.5086233,0.8616679,0.041347,10.2081,-0.3253
301.3026338,-14.0920927,34.7332633,0.9509318,0.053662,10.1443,-0.3580
303.2980155,-15.8116048,35.8055017,1.0836254,0.075404,10.0736,-0.1617
305.2933972,-17.6386494,36.5997072,1.2401683,0.082315,10.0415,-0.1617
307.2887788,-19.5701770,37.0870655,1.4047888,0.076417,10.0093,0.0333
309.2841605,-21.5594755,37.2764674,1.5418587,0.061162,10.0160,0.4910
311.2795422,-23.5590321,37.2168852,1.6572112,0.054865,10.1133,0.5703
313.2749239,-25.5422458,36.9367869,1.7637442,0.050804,10.2252,-1.0552
315.2703056,-27.4707977,36.4616038,1.8592688,0.045550,10.0172,-1.2813
317.2656872,-29.3604255,35.8059398,1.9505666,0.045731,9.7586,-1.1808
319.2610689,-31.1678506,34.9880806,2.0430975,0.053710,9.5141,-0.6030
321.2564506,-32.8838208,33.9741834,2.1735499,0.076801,9.3868,-0.2984
323.2518323,-34.4321425,32.7138464,2.3385803,0.089416,9.3231,-0.1480
325.2472140,-35.7339661,31.1950493,2.5293071,0.095776,9.2914,-0.1376
